Order_ID,Gender_Category,Product_Line,Product_Name,Size,Revenue,Sales_Channel,Region,Profit_columns,Loss
2648,Men,Running,React Infinity,L,0.0,Retail,Delhi,3487.39,0.0
2649,Women,Basketball,Kyrie Flytrap,L,0.0,Retail,Mumbai,2297.4,0.0
2650,Men,Lifestyle,Blazer Mid,L,0.0,Retail,Bangaluru,3703.68,0.0
2651,Kids,Basketball,Air Jordan,L,0.0,Online,Kolkata,0.0,-819.33
2652,Women,Basketball,Air Jordan,L,0.0,Online,Delhi,0.0,-240.8
2653,Men,Running,Pegasus Turbo,M,0.0,Online,Hyderabad,2550.88,0.0
2654,Kids,Soccer,Tiempo Legend,M,0.0,Online,Bangaluru,2933.02,0.0
2655,Kids,Training,SuperRep Go,10,0.0,Retail,Mumbai,2420.85,0.0
2656,Women,Soccer,Premier III,M,0.0,Retail,Bangaluru,1891.48,0.0
2657,Kids,Running,Air Zoom,M,0.0,Online,Delhi,494.45,0.0
2658,Women,Lifestyle,Dunk Low,L,0.0,Online,Delhi,155.53,0.0
2659,Kids,Basketball,LeBron 20,M,0.0,Online,Hyderabad,0.0,-1116.54
2660,Men,Training,Flex Trainer,L,0.0,Retail,Pune,2519.25,0.0
2661,Kids,Soccer,Tiempo Legend,XL,0.0,Online,Delhi,3171.69,0.0
2662,Kids,Training,SuperRep Go,M,0.0,Online,Delhi,2104.46,0.0
2663,Kids,Training,Metcon 7,L,0.0,Retail,Delhi,3174.81,0.0
2664,Kids,Running,Pegasus Turbo,L,0.0,Online,Mumbai,1726.8,0.0
2665,Men,Lifestyle,Waffle One,L,0.0,Online,Delhi,506.87,0.0
2666,Women,Soccer,Phantom GT,M,0.0,Online,Kolkata,0.0,-963.73
2667,Women,Lifestyle,Air Force 1,XL,0.0,Online,Delhi,0.0,-623.95
2668,Women,Training,ZoomX Invincible,M,0.0,Retail,Bangaluru,3138.32,0.0
2669,Women,Training,Flex Trainer,XL,0.0,Retail,Pune,1737.23,0.0
2027,Men,Soccer,Premier III,12,0.0,Retail,Delhi,3951.42,0.0
2671,Kids,Running,Air Zoom,XL,0.0,Retail,Pune,491.18,0.0
2672,Women,Lifestyle,Air Force 1,XL,0.0,Online,Mumbai,67.58,0.0
2673,Kids,Running,Pegasus Turbo,11,0.0,Retail,Pune,0.0,-742.85
2674,Women,Lifestyle,Waffle One,7,0.0,Online,Pune,3357.12,0.0
2675,Women,Soccer,Premier III,12,0.0,Online,Hyderabad,2731.71,0.0
2676,Men,Running,Air Zoom,10,0.0,Online,Delhi,3932.36,0.0
2677,Men,Lifestyle,Air Force 1,M,0.0,Retail,bengaluru,1745.96,0.0
2678,Kids,Running,Pegasus Turbo,L,0.0,Retail,Pune,3483.11,0.0
2679,Men,Training,Flex Trainer,M,0.0,Online,Bangaluru,2447.58,0.0
2680,Kids,Training,Metcon 7,L,0.0,Retail,Pune,1044.98,0.0
2681,Women,Running,Pegasus Turbo,8,0.0,Online,Delhi,3597.08,0.0
2682,Men,Basketball,LeBron 20,XL,0.0,Retail,Pune,3614.76,0.0
2683,Kids,Lifestyle,Dunk Low,XL,0.0,Online,Mumbai,1119.71,0.0
2684,Men,Lifestyle,Blazer Mid,L,0.0,Retail,Mumbai,1556.61,0.0
2685,Kids,Lifestyle,Dunk Low,M,0.0,Retail,Hyderabad,1377.72,0.0
2686,Women,Lifestyle,Blazer Mid,L,0.0,Retail,Hyderabad,761.26,0.0
2687,Women,Lifestyle,Waffle One,8,0.0,Retail,Delhi,1457.93,0.0
2031,Women,Soccer,Phantom GT,L,0.0,Online,Mumbai,3119.37,0.0
2689,Women,Basketball,LeBron 20,L,0.0,Retail,Mumbai,1402.81,0.0
2690,Kids,Training,Metcon 7,6,0.0,Online,Mumbai,1125.71,0.0
2042,Men,Running,Air Zoom,L,0.0,Online,Delhi,0.0,-151.26
2692,Women,Training,Metcon 7,XL,0.0,Online,Bangaluru,2528.27,0.0
2693,Kids,Training,ZoomX Invincible,10,0.0,Online,Bangaluru,262.12,0.0
2694,Women,Training,Metcon 7,M,0.0,Online,Hyderabad,0.0,-249.45
2695,Men,Basketball,Air Jordan,L,0.0,Online,Hyderabad,3234.28,0.0
2696,Women,Lifestyle,Blazer Mid,L,0.0,Online,Mumbai,66.43,0.0
2697,Men,Basketball,Air Jordan,M,0.0,Online,Delhi,681.86,0.0
2698,Men,Basketball,LeBron 20,XL,0.0,Retail,Mumbai,1680.5,0.0
2699,Men,Lifestyle,Dunk Low,XL,0.0,Online,Mumbai,1052.65,0.0
2700,Kids,Training,Metcon 7,XL,0.0,Retail,bengaluru,1423.83,0.0
2701,Men,Training,SuperRep Go,XL,0.0,Online,Delhi,2007.01,0.0
2702,Men,Basketball,Kyrie Flytrap,XL,0.0,Online,Pune,687.32,0.0
2703,Kids,Running,Pegasus Turbo,L,0.0,Online,Kolkata,0.0,-637.13
2704,Women,Basketball,LeBron 20,L,0.0,Online,Hyderabad,1765.36,0.0
2705,Men,Running,Pegasus Turbo,L,0.0,Retail,Pune,0.0,-37.88
2706,Women,Training,ZoomX Invincible,XL,0.0,Retail,Kolkata,3153.1,0.0
2707,Men,Running,Free RN,XL,0.0,Online,Hyderabad,2913.41,0.0
2708,Kids,Basketball,Kyrie Flytrap,L,0.0,Online,Hyderabad,0.0,-237.9
2709,Kids,Running,Free RN,10,3277.55,Retail,Delhi,2835.93,0.0
2710,Women,Lifestyle,Blazer Mid,M,0.0,Retail,Bangaluru,0.0,-987.12
2711,Men,Soccer,Mercurial Superfly,7,0.0,Online,Delhi,756.18,0.0
2712,Women,Running,Pegasus Turbo,XL,0.0,Retail,Delhi,3024.11,0.0
2713,Men,Lifestyle,Air Force 1,L,3544.81,Retail,Kolkata,3663.49,0.0
2026,Women,Running,Air Zoom,L,0.0,Retail,Bangaluru,1660.44,0.0
2715,Kids,Basketball,LeBron 20,L,0.0,Online,Kolkata,0.0,-1164.37
2716,Kids,Training,SuperRep Go,M,0.0,Online,Pune,1344.73,0.0
2717,Men,Running,Free RN,M,0.0,Online,Delhi,3055.36,0.0
2718,Men,Basketball,LeBron 20,7,0.0,Retail,bengaluru,637.62,0.0
2719,Women,Training,Metcon 7,L,0.0,Retail,Kolkata,2066.12,0.0
2720,Kids,Training,ZoomX Invincible,M,0.0,Retail,Delhi,2548.78,0.0
2721,Kids,Training,Flex Trainer,L,0.0,Online,Bangaluru,1275.23,0.0
2722,Women,Lifestyle,Dunk Low,L,0.0,Online,Kolkata,818.65,0.0
2723,Women,Lifestyle,Dunk Low,XL,0.0,Online,Kolkata,221.41,0.0
2724,Women,Training,Flex Trainer,L,0.0,Online,Delhi,1190.2,0.0
2012,Men,Lifestyle,Dunk Low,XL,0.0,Retail,Kolkata,0.0,-406.38
2726,Women,Training,Flex Trainer,L,0.0,Retail,Pune,1392.27,0.0
2727,Men,Lifestyle,Waffle One,M,0.0,Online,Kolkata,2004.4,0.0
2018,Kids,Soccer,Tiempo Legend,L,0.0,Retail,bengaluru,0.0,-701.28
2729,Kids,Training,Flex Trainer,L,0.0,Retail,Delhi,2079.06,0.0
2730,Women,Lifestyle,Dunk Low,L,0.0,Online,Hyderabad,2140.93,0.0
2731,Kids,Lifestyle,Dunk Low,M,0.0,Online,Kolkata,3961.27,0.0
2732,Women,Training,SuperRep Go,M,0.0,Online,Hyderabad,1045.5,0.0
2733,Women,Running,Free RN,L,0.0,Online,Pune,1908.63,0.0
2734,Women,Soccer,Tiempo Legend,L,0.0,Online,Bangaluru,1229.08,0.0
2735,Kids,Running,Free RN,XL,0.0,Online,Kolkata,928.63,0.0
2736,Men,Soccer,Tiempo Legend,L,0.0,Retail,Delhi,3042.49,0.0
2737,Kids,Basketball,Kyrie Flytrap,XL,0.0,Retail,Mumbai,144.37,0.0
2738,Women,Training,ZoomX Invincible,M,0.0,Retail,Pune,0.0,-712.53
2739,Kids,Running,Free RN,L,0.0,Online,Kolkata,2350.69,0.0
2740,Women,Lifestyle,Air Force 1,XL,0.0,Retail,bengaluru,3820.48,0.0
2741,Women,Training,SuperRep Go,L,0.0,Online,Hyderabad,0.0,-295.49
2742,Kids,Lifestyle,Blazer Mid,XL,0.0,Online,Mumbai,3746.48,0.0
2003,Women,Training,ZoomX Invincible,XL,-628.07,Online,Kolkata,992.14,0.0
2744,Men,Running,Pegasus Turbo,L,0.0,Retail,Delhi,0.0,-154.17
2745,Men,Soccer,Phantom GT,XL,0.0,Retail,Hyderabad,501.65,0.0
2746,Women,Basketball,Air Jordan,L,0.0,Online,Mumbai,1044.46,0.0
2747,Men,Soccer,Tiempo Legend,XL,0.0,Online,Delhi,0.0,-609.36
2748,Men,Basketball,Kyrie Flytrap,XL,0.0,Retail,Pune,1010.96,0.0
2028,Kids,Training,ZoomX Invincible,L,0.0,Online,Pune,0.0,-682.62
2750,Women,Lifestyle,Dunk Low,L,0.0,Online,Hyderabad,2924.09,0.0
2751,Men,Basketball,Air Jordan,XL,0.0,Retail,Delhi,2857.99,0.0
2752,Kids,Lifestyle,Waffle One,L,0.0,Retail,Pune,341.26,0.0
2753,Men,Running,Pegasus Turbo,L,0.0,Retail,Kolkata,0.0,-364.23
2754,Kids,Training,ZoomX Invincible,XL,0.0,Online,Kolkata,3565.12,0.0
2755,Men,Running,React Infinity,M,0.0,Online,bengaluru,161.95,0.0
2756,Women,Lifestyle,Waffle One,L,0.0,Retail,bengaluru,1491.91,0.0
2757,Men,Soccer,Phantom GT,L,0.0,Online,Hyderabad,0.0,-271.85
2758,Women,Lifestyle,Waffle One,M,0.0,Online,Pune,3986.03,0.0
2759,Kids,Soccer,Premier III,L,0.0,Retail,Delhi,1822.72,0.0
2760,Men,Training,SuperRep Go,7,0.0,Online,Mumbai,1496.19,0.0
2761,Kids,Soccer,Premier III,M,0.0,Retail,Delhi,2588.03,0.0
2762,Women,Running,Pegasus Turbo,L,0.0,Retail,Mumbai,0.0,-355.55
2763,Women,Soccer,Phantom GT,10,0.0,Online,Pune,0.0,-763.34
2764,Kids,Lifestyle,Blazer Mid,L,0.0,Retail,Kolkata,0.0,-532.24
2765,Women,Soccer,Premier III,M,0.0,Online,Mumbai,1609.7,0.0
2766,Women,Lifestyle,Dunk Low,L,0.0,Retail,Mumbai,0.0,-265.27
2767,Kids,Basketball,Zoom Freak,L,0.0,Online,Delhi,1562.76,0.0
2768,Men,Basketball,LeBron 20,L,0.0,Online,Pune,3525.96,0.0
2050,Men,Basketball,LeBron 20,L,0.0,Retail,Mumbai,832.37,0.0
2770,Men,Soccer,Tiempo Legend,9,0.0,Online,Kolkata,0.0,-1095.12
2771,Men,Running,Pegasus Turbo,M,0.0,Online,Delhi,1804.67,0.0
2772,Kids,Basketball,Zoom Freak,12,0.0,Online,Pune,2332.29,0.0
2773,Women,Training,ZoomX Invincible,M,-1059.58,Online,Hyderabad,1191.02,0.0
2774,Women,Running,Free RN,XL,0.0,Online,bengaluru,585.97,0.0
2775,Men,Lifestyle,Air Force 1,L,0.0,Online,Pune,2329.33,0.0
2776,Men,Training,Flex Trainer,L,0.0,Retail,Mumbai,1143.68,0.0
2777,Kids,Basketball,Air Jordan,XL,0.0,Retail,Kolkata,0.0,-9.69
2778,Kids,Soccer,Phantom GT,11,0.0,Online,Hyderabad,1006.73,0.0
2779,Kids,Basketball,Kyrie Flytrap,L,0.0,Online,bengaluru,0.0,-187.36
2780,Men,Training,Metcon 7,6,2929.95,Online,Hyderabad,799.35,0.0
2781,Men,Training,Metcon 7,12,2094.91,Retail,Bangaluru,1504.31,0.0
2782,Women,Training,ZoomX Invincible,8,0.0,Online,Pune,0.0,-816.55
2783,Women,Running,React Infinity,L,0.0,Retail,Pune,134.95,0.0
2784,Women,Basketball,Kyrie Flytrap,M,0.0,Online,Pune,2982.03,0.0
2785,Women,Lifestyle,Blazer Mid,L,0.0,Retail,Hyderabad,0.0,-834.71
2786,Women,Lifestyle,Blazer Mid,9,0.0,Online,Hyderabad,3872.35,0.0
2787,Kids,Training,Metcon 7,12,0.0,Online,Pune,22.93,0.0
2788,Women,Soccer,Mercurial Superfly,M,0.0,Retail,Hyderabad,0.0,-18.4
2789,Kids,Lifestyle,Dunk Low,M,0.0,Retail,Kolkata,1756.75,0.0
2790,Kids,Running,React Infinity,XL,0.0,Retail,Delhi,2554.82,0.0
2791,Kids,Training,Metcon 7,M,0.0,Retail,Delhi,1194.43,0.0
2792,Kids,Lifestyle,Waffle One,L,0.0,Online,Kolkata,0.0,-328.05
2793,Men,Running,Pegasus Turbo,XL,0.0,Retail,bengaluru,922.24,0.0
2794,Women,Soccer,Mercurial Superfly,L,0.0,Online,Mumbai,3833.78,0.0
2795,Women,Running,React Infinity,L,0.0,Retail,Delhi,0.0,-615.37
2796,Men,Lifestyle,Dunk Low,12,0.0,Retail,Mumbai,2597.58,0.0
2797,Women,Lifestyle,Dunk Low,L,0.0,Retail,Delhi,3158.47,0.0
2798,Kids,Lifestyle,Dunk Low,M,0.0,Retail,Mumbai,430.88,0.0
2799,Kids,Training,SuperRep Go,L,3256.07,Online,Mumbai,3165.65,0.0
2800,Women,Running,React Infinity,6,0.0,Online,Delhi,1737.0,0.0
2801,Women,Running,React Infinity,8,0.0,Retail,Mumbai,2966.12,0.0
2802,Men,Running,Free RN,L,0.0,Online,Kolkata,0.0,-231.73
2803,Women,Soccer,Mercurial Superfly,XL,0.0,Online,Hyderabad,83.11,0.0
2804,Kids,Running,Pegasus Turbo,XL,0.0,Online,Hyderabad,2270.96,0.0
2805,Women,Running,Pegasus Turbo,L,0.0,Online,Pune,2037.76,0.0
2806,Kids,Basketball,Kyrie Flytrap,7,0.0,Online,Bangaluru,2407.08,0.0
2807,Kids,Training,ZoomX Invincible,L,0.0,Online,Hyderabad,875.36,0.0
2808,Women,Running,Pegasus Turbo,L,0.0,Online,bengaluru,0.0,-65.85
2809,Women,Running,Free RN,L,0.0,Retail,Mumbai,0.0,-554.84
2810,Men,Running,Air Zoom,7,2766.83,Retail,Hyderabad,405.67,0.0
2811,Men,Basketball,Zoom Freak,8,0.0,Retail,Bangaluru,0.0,-77.61
2812,Men,Basketball,LeBron 20,L,18824.63,Online,Kolkata,2570.01,0.0
2813,Men,Running,Free RN,M,0.0,Online,bengaluru,2098.29,0.0
2814,Kids,Running,React Infinity,M,0.0,Online,Delhi,1702.06,0.0
2815,Kids,Training,Flex Trainer,L,0.0,Online,Kolkata,3281.98,0.0
2816,Men,Basketball,LeBron 20,M,0.0,Retail,Hyderabad,916.13,0.0
2032,Women,Soccer,Mercurial Superfly,10,0.0,Online,Kolkata,0.0,-596.41
2818,Kids,Soccer,Premier III,L,0.0,Retail,Pune,0.0,-797.91
2819,Kids,Soccer,Premier III,9,0.0,Retail,bengaluru,593.62,0.0
2820,Women,Lifestyle,Blazer Mid,M,0.0,Online,Mumbai,2078.39,0.0
2821,Kids,Lifestyle,Air Force 1,L,0.0,Online,Delhi,2991.25,0.0
2822,Women,Lifestyle,Blazer Mid,11,0.0,Retail,Bangaluru,0.0,-1145.98
2823,Men,Soccer,Mercurial Superfly,L,0.0,Retail,Mumbai,0.0,-1125.91
2824,Men,Basketball,Air Jordan,L,0.0,Online,Mumbai,1620.37,0.0
2825,Kids,Training,SuperRep Go,M,0.0,Retail,Pune,2322.87,0.0
2826,Kids,Lifestyle,Blazer Mid,M,0.0,Retail,bengaluru,262.81,0.0
2827,Men,Basketball,Air Jordan,L,0.0,Retail,Hyderabad,860.32,0.0
2828,Women,Training,ZoomX Invincible,XL,0.0,Online,Hyderabad,0.0,-831.4
2829,Men,Basketball,LeBron 20,XL,0.0,Online,Kolkata,2539.92,0.0
2830,Men,Basketball,Air Jordan,L,-1028.7,Online,Delhi,1221.09,0.0
2831,Women,Training,SuperRep Go,7,0.0,Online,Mumbai,3134.87,0.0
2832,Kids,Basketball,Kyrie Flytrap,L,0.0,Retail,Hyderabad,752.0,0.0
2833,Women,Training,Flex Trainer,XL,0.0,Online,Pune,0.0,-16.04
2834,Kids,Training,Flex Trainer,M,0.0,Retail,Kolkata,575.58,0.0
2835,Women,Lifestyle,Air Force 1,L,0.0,Retail,Pune,1873.76,0.0
2836,Men,Basketball,Kyrie Flytrap,L,0.0,Retail,Delhi,2729.87,0.0
2837,Women,Running,Pegasus Turbo,L,0.0,Online,Mumbai,2191.17,0.0
2838,Women,Basketball,Air Jordan,XL,0.0,Retail,Pune,0.0,-990.99
2839,Men,Lifestyle,Waffle One,6,0.0,Online,Hyderabad,2992.52,0.0
2050,Women,Lifestyle,Blazer Mid,L,0.0,Online,Kolkata,3407.87,0.0
2841,Men,Basketball,LeBron 20,M,0.0,Online,Delhi,2865.93,0.0
2842,Women,Soccer,Phantom GT,M,0.0,Online,Bangaluru,0.0,-1193.98
2843,Men,Training,SuperRep Go,12,0.0,Online,Mumbai,3574.05,0.0
2844,Men,Lifestyle,Waffle One,L,10003.12,Retail,Mumbai,0.0,-951.85
2845,Men,Training,ZoomX Invincible,L,0.0,Retail,Pune,40.98,0.0
2846,Kids,Training,ZoomX Invincible,L,0.0,Online,Pune,0.0,-543.26
2847,Men,Training,Metcon 7,XL,0.0,Online,Bangaluru,3988.85,0.0
2848,Kids,Running,Free RN,8,0.0,Online,Hyderabad,0.0,-350.03
2008,Men,Running,Air Zoom,XL,0.0,Retail,Mumbai,0.0,-639.42
2850,Kids,Lifestyle,Waffle One,XL,0.0,Retail,Pune,458.86,0.0
2851,Kids,Lifestyle,Blazer Mid,XL,0.0,Online,Mumbai,1243.95,0.0
2852,Kids,Running,React Infinity,8,0.0,Online,Delhi,0.0,-234.16
2853,Women,Basketball,Kyrie Flytrap,XL,0.0,Retail,Hyderabad,3841.05,0.0
2854,Women,Basketball,LeBron 20,L,0.0,Online,Pune,1103.35,0.0
2855,Kids,Basketball,Air Jordan,L,0.0,Online,Mumbai,0.0,-425.73
2856,Kids,Basketball,Kyrie Flytrap,M,0.0,Online,Kolkata,3137.85,0.0
2857,Women,Running,React Infinity,10,0.0,Online,Kolkata,3197.09,0.0
2858,Kids,Lifestyle,Air Force 1,L,0.0,Retail,Pune,2847.01,0.0
2859,Women,Lifestyle,Air Force 1,7,0.0,Online,Pune,566.34,0.0
2860,Kids,Lifestyle,Air Force 1,XL,0.0,Retail,Hyderabad,1365.3,0.0
2861,Kids,Training,ZoomX Invincible,XL,0.0,Online,Pune,650.99,0.0
2862,Kids,Soccer,Phantom GT,9,-635.22,Retail,Delhi,1803.25,0.0
2863,Women,Training,Metcon 7,6,0.0,Retail,Pune,0.0,-711.07
2864,Kids,Soccer,Tiempo Legend,L,-3545.18,Online,bengaluru,1534.89,0.0
2865,Women,Soccer,Phantom GT,L,0.0,Retail,Kolkata,0.0,-94.06
2866,Kids,Training,SuperRep Go,11,0.0,Online,Pune,273.28,0.0
2867,Men,Soccer,Mercurial Superfly,11,0.0,Online,Hyderabad,3190.43,0.0
2868,Women,Running,React Infinity,M,0.0,Retail,Delhi,0.0,-688.14
2869,Kids,Soccer,Premier III,M,0.0,Online,Pune,1550.3,0.0
2870,Kids,Training,Metcon 7,M,0.0,Retail,Delhi,771.96,0.0
2871,Men,Training,Flex Trainer,M,0.0,Retail,Bangaluru,1002.21,0.0
2872,Men,Basketball,Kyrie Flytrap,M,0.0,Online,Kolkata,3414.32,0.0
2873,Women,Running,Air Zoom,L,0.0,Retail,bengaluru,3364.79,0.0
2874,Women,Soccer,Mercurial Superfly,L,0.0,Retail,Delhi,0.0,-109.71
2875,Women,Lifestyle,Dunk Low,L,0.0,Retail,Bangaluru,1559.28,0.0
2876,Kids,Lifestyle,Waffle One,L,0.0,Retail,Hyderabad,0.0,-94.98
2877,Women,Basketball,Kyrie Flytrap,L,0.0,Retail,Kolkata,3327.04,0.0
2878,Women,Training,ZoomX Invincible,M,0.0,Retail,Hyderabad,3968.86,0.0
2879,Kids,Basketball,Zoom Freak,M,0.0,Retail,bengaluru,1053.25,0.0
2880,Kids,Basketball,Air Jordan,9,0.0,Retail,Delhi,191.67,0.0
2050,Kids,Basketball,Zoom Freak,6,0.0,Retail,Kolkata,0.0,-1000.03
2882,Men,Training,Metcon 7,9,0.0,Retail,Kolkata,0.0,-127.44
2883,Kids,Soccer,Premier III,L,0.0,Online,Delhi,1627.33,0.0
2884,Kids,Running,Pegasus Turbo,7,0.0,Online,Hyderabad,0.0,-156.47
2885,Women,Lifestyle,Blazer Mid,XL,0.0,Retail,Kolkata,3394.27,0.0
2886,Kids,Running,Free RN,XL,0.0,Retail,Pune,286.3,0.0
2887,Women,Lifestyle,Waffle One,L,0.0,Online,Hyderabad,3747.95,0.0
2888,Kids,Running,Air Zoom,L,0.0,Online,Pune,2320.49,0.0
2889,Women,Basketball,Zoom Freak,M,0.0,Online,Hyderabad,2447.88,0.0
2890,Men,Soccer,Phantom GT,L,0.0,Retail,Bangaluru,0.0,-147.78
2891,Women,Running,Air Zoom,L,0.0,Retail,Hyderabad,439.35,0.0
2892,Women,Running,Free RN,M,0.0,Online,bengaluru,0.0,-1195.79
2893,Women,Running,React Infinity,10,0.0,Retail,Delhi,780.43,0.0
2894,Women,Lifestyle,Air Force 1,L,0.0,Retail,Hyderabad,1796.17,0.0
2895,Kids,Running,React Infinity,L,0.0,Online,Pune,677.85,0.0
2896,Kids,Training,SuperRep Go,7,0.0,Online,Delhi,0.0,-1104.33
2897,Men,Lifestyle,Waffle One,L,0.0,Retail,Kolkata,221.95,0.0
2898,Women,Running,Free RN,6,0.0,Retail,Kolkata,0.0,-744.45
2899,Men,Basketball,LeBron 20,L,0.0,Online,Mumbai,0.0,-91.78
2006,Men,Lifestyle,Waffle One,XL,0.0,Retail,Mumbai,0.0,-716.79
2005,Kids,Soccer,Mercurial Superfly,10,0.0,Retail,Hyderabad,2253.08,0.0
2902,Kids,Basketball,Kyrie Flytrap,10,0.0,Retail,Kolkata,2604.35,0.0
2903,Men,Soccer,Phantom GT,M,0.0,Retail,Delhi,2944.26,0.0
2904,Women,Soccer,Tiempo Legend,9,7953.1,Online,bengaluru,2711.75,0.0
2905,Men,Running,React Infinity,M,0.0,Retail,Hyderabad,0.0,-584.1
2906,Women,Lifestyle,Waffle One,7,0.0,Retail,Delhi,0.0,-291.45
2907,Men,Soccer,Premier III,L,0.0,Retail,Kolkata,3790.63,0.0
2908,Men,Running,Pegasus Turbo,M,0.0,Retail,Hyderabad,0.0,-74.0
2909,Women,Running,Air Zoom,XL,0.0,Retail,Pune,0.0,-186.9
2910,Kids,Training,Flex Trainer,9,0.0,Retail,bengaluru,1818.49,0.0
2911,Kids,Basketball,Zoom Freak,M,0.0,Retail,Mumbai,927.88,0.0
2912,Kids,Running,React Infinity,XL,393.59,Online,bengaluru,1218.22,0.0
2913,Women,Lifestyle,Dunk Low,8,0.0,Online,Pune,0.0,-1036.78
2914,Men,Soccer,Tiempo Legend,L,0.0,Online,Mumbai,0.0,-950.86
2915,Men,Basketball,Kyrie Flytrap,XL,0.0,Retail,Mumbai,629.34,0.0
2916,Kids,Lifestyle,Blazer Mid,XL,0.0,Retail,Hyderabad,0.0,-1121.25
2917,Men,Soccer,Phantom GT,L,0.0,Retail,Bangaluru,1916.14,0.0
2918,Men,Training,SuperRep Go,M,0.0,Retail,Mumbai,1398.13,0.0
2919,Men,Soccer,Premier III,M,0.0,Retail,Bangaluru,488.37,0.0
2920,Kids,Soccer,Mercurial Superfly,9,-2120.88,Retail,Kolkata,345.7,0.0
2921,Kids,Training,Metcon 7,M,0.0,Retail,Bangaluru,2826.57,0.0
2922,Kids,Soccer,Tiempo Legend,XL,0.0,Online,Kolkata,3495.67,0.0
2923,Women,Training,Metcon 7,XL,0.0,Online,Mumbai,0.0,-371.76
2924,Women,Basketball,LeBron 20,XL,0.0,Retail,bengaluru,0.0,-71.05
2006,Men,Lifestyle,Waffle One,XL,0.0,Online,Hyderabad,2936.55,0.0
2026,Women,Soccer,Premier III,L,0.0,Retail,Mumbai,111.21,0.0
2927,Men,Training,Flex Trainer,L,0.0,Retail,Mumbai,1560.89,0.0
2928,Women,Lifestyle,Waffle One,6,0.0,Online,Delhi,0.0,-1064.86
2929,Kids,Soccer,Tiempo Legend,M,0.0,Retail,Hyderabad,157.26,0.0
2930,Women,Basketball,Air Jordan,L,0.0,Retail,Bangaluru,819.42,0.0
2931,Men,Basketball,Zoom Freak,7,0.0,Retail,Pune,3751.45,0.0
2932,Kids,Running,Air Zoom,12,0.0,Online,Bangaluru,0.0,-427.86
2933,Women,Training,ZoomX Invincible,L,0.0,Retail,Hyderabad,1069.32,0.0
2934,Women,Basketball,LeBron 20,XL,0.0,Online,Mumbai,3043.95,0.0
2935,Men,Lifestyle,Dunk Low,L,0.0,Online,Hyderabad,478.07,0.0
2936,Women,Training,Flex Trainer,XL,4612.57,Retail,Pune,1933.1,0.0
2937,Women,Training,Metcon 7,8,0.0,Online,Delhi,1558.24,0.0
2938,Kids,Soccer,Phantom GT,L,0.0,Online,Delhi,2596.64,0.0
2939,Women,Basketball,Air Jordan,XL,0.0,Retail,Mumbai,639.03,0.0
2940,Women,Soccer,Premier III,L,0.0,Retail,Hyderabad,0.0,-344.67
2941,Men,Lifestyle,Blazer Mid,XL,0.0,Retail,Kolkata,492.35,0.0
2942,Women,Training,Flex Trainer,10,8982.51,Online,Bangaluru,0.0,-68.53
2943,Women,Training,SuperRep Go,7,0.0,Retail,Mumbai,0.0,-429.78
2944,Women,Training,ZoomX Invincible,L,0.0,Retail,Pune,261.36,0.0
2945,Kids,Basketball,LeBron 20,XL,0.0,Online,Mumbai,3456.5,0.0
2946,Kids,Running,Free RN,XL,0.0,Retail,bengaluru,3129.43,0.0
2947,Women,Lifestyle,Blazer Mid,XL,0.0,Online,Mumbai,1604.63,0.0
2948,Men,Basketball,Kyrie Flytrap,6,0.0,Online,Kolkata,1708.88,0.0
2949,Men,Running,React Infinity,M,0.0,Online,Delhi,698.79,0.0
2950,Women,Running,React Infinity,M,0.0,Online,Pune,2540.27,0.0
2036,Women,Soccer,Premier III,XL,0.0,Online,Mumbai,2469.75,0.0
2952,Kids,Training,SuperRep Go,XL,0.0,Retail,Kolkata,2237.39,0.0
2049,Men,Training,Metcon 7,M,0.0,Online,Bangaluru,0.0,-400.59
2954,Women,Training,Flex Trainer,L,0.0,Retail,Pune,3397.29,0.0
2955,Kids,Basketball,LeBron 20,XL,0.0,Retail,Kolkata,2250.93,0.0
2956,Kids,Training,ZoomX Invincible,L,0.0,Online,Mumbai,3144.87,0.0
2957,Men,Basketball,Zoom Freak,XL,0.0,Online,Kolkata,753.26,0.0
2958,Women,Lifestyle,Blazer Mid,L,0.0,Online,Mumbai,1097.55,0.0
2959,Women,Training,SuperRep Go,M,0.0,Retail,Delhi,3166.22,0.0
2960,Men,Training,ZoomX Invincible,M,0.0,Retail,Hyderabad,2620.93,0.0
2961,Kids,Soccer,Tiempo Legend,XL,0.0,Retail,Mumbai,665.39,0.0
2962,Women,Lifestyle,Air Force 1,9,0.0,Online,Hyderabad,727.92,0.0
2963,Kids,Training,Flex Trainer,XL,0.0,Retail,bengaluru,1172.39,0.0
2964,Kids,Basketball,Zoom Freak,L,0.0,Online,Mumbai,995.42,0.0
2965,Men,Training,Metcon 7,XL,0.0,Retail,bengaluru,3079.48,0.0
2966,Kids,Training,Flex Trainer,8,0.0,Online,Pune,333.36,0.0
2035,Men,Lifestyle,Dunk Low,L,0.0,Retail,Kolkata,3466.33,0.0
2968,Kids,Training,Flex Trainer,XL,0.0,Retail,Bangaluru,575.73,0.0
2969,Men,Training,ZoomX Invincible,M,0.0,Online,Pune,2323.02,0.0
2970,Men,Basketball,Air Jordan,L,0.0,Online,bengaluru,0.0,-617.91
2971,Women,Lifestyle,Dunk Low,L,0.0,Online,Pune,0.0,-610.6
2972,Women,Soccer,Phantom GT,M,0.0,Online,Kolkata,1995.69,0.0
